,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews
87597,Cozy Well-Furnished Home in the Heart of Harlem,48066533106,Unconfirmed,Phoebe,Manhattan,Harlem,40.81749,-73.94315,United States,US,0,flexible,Private room,2008.0,552,110,2.0,137.0
87598,Your cozy and comfy space near 7 train,32555687496,Unconfirmed,Sophie,Queens,Elmhurst,40.74658,-73.87358,United States,US,1,strict,Private room,2004.0,814,163,1.0,106.0
87599,"New reno - vibey, sun-filled studio",28715863413,Unconfirmed,Chris,Brooklyn,Williamsburg,40.71319,-73.93606,United States,US,1,strict,Entire home/apt,2018.0,610,122,2.0,11.0
87600,Nolita Artist Loft Apartment Best Location NYC,1255911758,Unconfirmed,Adrianne,Manhattan,Nolita,40.72174,-73.99482,United States,US,0,flexible,Entire home/apt,2007.0,462,92,5.0,36.0
87601,Studio/Full Kitchen at Wyndham Midtown 45 Resort,57909638225,Verified,Chayla,Manhattan,Midtown,40.75302,-73.97221,United States,US,1,strict,Private room,2008.0,312,62,3.0,2.0
87602,Private room in Williamsburg,41152984266,Verified,Sasha,Brooklyn,Williamsburg,40.71329,-73.96223,United States,US,0,flexible,Private room,2013.0,1176,235,2.0,7.0
87603,Cozy bed in private living room,65208474238,Verified,Belkis,Bronx,Bronxdale,40.85711,-73.86474,United States,US,1,moderate,Private room,2018.0,613,123,5.0,30.0
87604,Economy Brooklyn Space for your NYC Adventure!,17182152386,Verified,Eric,Brooklyn,Crown Heights,40.67368,-73.92165,United States,US,0,flexible,Private room,2011.0,1110,222,2.0,97.0
87605,A charming Art-deco upper Manhattan,26250990125,Unconfirmed,Aleksandra,Manhattan,Washington Heights,40.85425,-73.93585,United States,US,1,moderate,Private room,2009.0,529,106,1.0,11.0
87606,Stunning 2BR Apt by Central Park and Subway,61574472569,Unconfirmed,Saygin,Manhattan,East Harlem,40.796,-73.94863,United States,US,0,flexible,Entire home/apt,2018.0,626,125,3.0,111.0
87607,Gorgeous Brand New Condo,91610070460,Verified,Jeffrey,Manhattan,East Harlem,40.79147,-73.94791,United States,US,1,strict,Entire home/apt,2007.0,497,99,5.0,6.0
87608,Lovely 2 bed/2 bath 15 min. from TIMES SQUARE,40879655977,Verified,Brendan,Manhattan,Harlem,40.82408,-73.94643,United States,US,0,moderate,Entire home/apt,2018.0,555,111,2.0,4.0
87609,"Sun-drenched, Lux, village studio",59299000509,Unconfirmed,Bobbi,Manhattan,East Village,40.73121,-73.98693,United States,US,0,moderate,Entire home/apt,2009.0,781,156,5.0,46.0
87610,Cozy private room in the Bronx!,74534357511,Verified,Yesenia,Bronx,Woodlawn,40.89743,-73.86983,United States,US,1,flexible,Private room,2010.0,759,152,2.0,1.0
87611,Modern 1 bedroom in Prime Bushwick,78411115574,Unconfirmed,Camilla,Brooklyn,Bushwick,40.70389,-73.92771,United States,US,0,flexible,Entire home/apt,2012.0,1039,208,3.0,5.0
87612,1 Bedroom Apartment on tree-lined street,53943228763,Unconfirmed,Jeffrey,Manhattan,Harlem,40.80695,-73.94982,United States,US,1,moderate,Entire home/apt,2017.0,662,132,2.0,133.0
87613,SoHo Apartment Room to Rent Ready,38963262291,Verified,Mario,Manhattan,Nolita,40.72075,-73.99393,United States,US,1,flexible,Private room,2013.0,1132,226,3.0,0.0
87614,Unique Retreat in the Heart of Bushwick!,90175427091,Verified,Andy,Brooklyn,Bushwick,40.70272,-73.93005,United States,US,0,moderate,Entire home/apt,2019.0,1159,232,3.0,0.0
87615,Quiet Bedroom with Own bathroom Near City,49546394901,Unconfirmed,Lisa,Queens,Forest Hills,40.71746,-73.85667,United States,US,0,moderate,Private room,2015.0,471,94,1.0,0.0
87616,HUGE BEAUTIFUL 3 BEDROOMS APARTMENT WITH ALL,95182301403,Unconfirmed,Maxime,Manhattan,Harlem,40.81588,-73.93984,United States,US,1,strict,Entire home/apt,2014.0,82,16,2.0,3.0
87617,Brooklyn Heights Garden Level,32516379427,Unconfirmed,Stephen,Brooklyn,Brooklyn Heights,40.69107,-73.99378,United States,US,0,flexible,Entire home/apt,2010.0,1191,238,4.0,71.0
87618,"Studio w/EIK & Backyard, 23 Minutes to Manhattan",65930449375,Verified,Margareth,Brooklyn,Bedford-Stuyvesant,40.68301,-73.95305,United States,US,1,strict,Entire home/apt,2021.0,889,178,30.0,7.0
87619,Cozy Apartment in Williamsburg,96121454190,Verified,Yossi,Brooklyn,Williamsburg,40.71749,-73.95246,United States,US,0,flexible,Entire home/apt,2020.0,443,89,2.0,9.0
87620,YOUR IDEAL HOME / 20steps to Subway,75904247416,Unconfirmed,Daria,Brooklyn,East Flatbush,40.64583,-73.9483,United States,US,1,flexible,Shared room,2008.0,111,22,30.0,10.0
87621,Cozy room in Williamsburg,34986233403,Unconfirmed,Noelle,Brooklyn,Williamsburg,40.71212,-73.96086,United States,US,1,moderate,Private room,2012.0,358,72,1.0,0.0
87622,1 Bedroom Presidential at Wyndham Midtown 45,76605547484,Unconfirmed,Chayla,Manhattan,Midtown,40.75228,-73.97185,United States,US,0,moderate,Private room,2013.0,853,171,2.0,1.0
87623,Private Double Room in Bushwick Loft,56368320928,Verified,Irem,Brooklyn,Williamsburg,40.70666,-73.93666,United States,US,1,flexible,Private room,2020.0,972,194,3.0,31.0
87624,"Elegant, Prime West Village 1 Bedroom",65066543980,Verified,Michael,Manhattan,West Village,40.73678,-74.00566,United States,US,0,strict,Entire home/apt,2008.0,1063,213,5.0,0.0
87625,Gorgeous Room with Private Bathroom in Manhattan,91492187824,Verified,Julia,Manhattan,Financial District,40.70654,-74.00712,United States,US,1,strict,Private room,2013.0,651,130,3.0,123.0
87626,Big Room in Cool Williamsburg Loft - Long Stays,5754960082,Verified,Carmen,Brooklyn,Williamsburg,40.71332,-73.96585,United States,US,1,flexible,Private room,2013.0,901,180,6.0,7.0
87627,Cozy Room in a 2BR Apartment,15011573344,Unconfirmed,Debbie,Brooklyn,East Flatbush,40.65221,-73.93634,United States,US,1,moderate,Private room,2004.0,593,119,5.0,4.0
87628,Chill 2BD in Brooklyn,74340323017,Unconfirmed,Josephine,Brooklyn,Brownsville,40.66041,-73.91562,United States,US,0,strict,Entire home/apt,2004.0,418,84,2.0,73.0
87629,Large 2-bedroom Brownstone with Artistic Charm,67390580329,Unconfirmed,Arash,Brooklyn,Bedford-Stuyvesant,40.68226,-73.9485,United States,US,0,flexible,Entire home/apt,2013.0,648,130,3.0,0.0
87630,Gorgeous 1 Bedroom in Prime Location in Brooklyn!,31694403609,Unconfirmed,Nehia,Brooklyn,South Slope,40.66707,-73.98611,United States,US,0,strict,Private room,2012.0,134,27,4.0,0.0
87631,Quiet Private Room in Manhattan,82468007566,Unconfirmed,Julia,Manhattan,Financial District,40.70551,-74.00735,United States,US,0,moderate,Private room,2021.0,870,174,3.0,131.0
87632,NEW! Exceptional 2BR/1BA Williamsburg Oasis,36076620540,Unconfirmed,Russell,Brooklyn,Williamsburg,40.71306,-73.94856,United States,US,1,flexible,Entire home/apt,2016.0,224,45,3.0,1.0
87633,Bronx Bed and Breakfast,54999999077,Unconfirmed,David & Elaine,Bronx,Castle Hill,40.82286,-73.84765,United States,US,1,flexible,Entire home/apt,2009.0,164,33,2.0,86.0
87634,Super Large & Cozy One Bedroom Apartment,61559337478,Unconfirmed,Fayth,Queens,Astoria,40.76001,-73.91865,United States,US,0,moderate,Entire home/apt,2018.0,656,131,2.0,9.0
87635,"1 Bedroom in the Heart of The Upper East Side, NY",63679936847,Unconfirmed,Joe,Manhattan,Upper East Side,40.7732,-73.95857,United States,US,0,strict,Private room,2020.0,1167,233,2.0,14.0
87636,ENTIRE 1BR in the heart of NYC !,6694134173,Unconfirmed,Maria,Manhattan,Nolita,40.72321,-73.99514,United States,US,0,strict,Entire home/apt,2003.0,486,97,3.0,3.0
87637,Beautiful Queen Private Room in Financial District,95522847140,Verified,Julia,Manhattan,Financial District,40.7054,-74.00763,United States,US,1,moderate,Private room,2007.0,234,47,3.0,104.0
87638,Amazing Designer  Brownstone Garden  Apartment,31577330146,Verified,Paul,Brooklyn,Bedford-Stuyvesant,40.68249,-73.93234,United States,US,0,strict,Entire home/apt,2015.0,443,89,4.0,73.0
87639,**Cozy Room In Hip Ultra Location LES/NOLITA**,77681896081,Verified,Laura,Manhattan,Lower East Side,40.71916,-73.99229,United States,US,0,moderate,Private room,2011.0,537,107,2.0,76.0
87640,Lovely 3 Bedrm Apt Perfect for Groups & Families,14060643791,Verified,Catherine,Brooklyn,Bedford-Stuyvesant,40.69501,-73.93363,United States,US,0,flexible,Entire home/apt,2014.0,1102,220,2.0,50.0
87641,"Quincy Lighthouse | Modern, Luxury 2-bedroom Oasis",38515777217,Verified,Kristin,Brooklyn,Bedford-Stuyvesant,40.6885,-73.93283,United States,US,0,flexible,Entire home/apt,2012.0,915,183,2.0,51.0
87642,Cozy studio with stunning views of Dwntwn,34147817040,Verified,Ryan,Manhattan,Upper West Side,40.77146,-73.98906,United States,US,0,flexible,Entire home/apt,2020.0,404,81,2.0,3.0
87643,"home away from home :-) English, русский, עברית",17803631211,Verified,Irisha,Queens,Fresh Meadows,40.74271,-73.78749,United States,US,1,flexible,Entire home/apt,2016.0,1043,209,1.0,18.0
87644,Sun filled gem in the heart of the East Village,75358041914,Verified,Kumara,Manhattan,East Village,40.72315,-73.97878,United States,US,1,moderate,Entire home/apt,2011.0,956,191,5.0,8.0
87645,"Private, Clean, Spacious Room with Full Bathroom",23247653135,Verified,Sebastian,Brooklyn,Bushwick,40.68856,-73.91503,United States,US,1,moderate,Private room,2004.0,323,65,4.0,4.0
87646,"Cozy Bedroom in Loft Apartment, W'burg Brooklyn",91097267086,Unconfirmed,Mac,Brooklyn,Williamsburg,40.71545,-73.95406,United States,US,0,flexible,Private room,2019.0,403,81,1.0,77.0
87647,Amazing studio in the heart of chelsea!,43917887909,Verified,Liad,Manhattan,Chelsea,40.74485,-74.00186,United States,US,1,strict,Entire home/apt,2005.0,909,182,1.0,124.0
87648,Sunny cozy room next to park,40439839797,Verified,David,Manhattan,Upper East Side,40.77257,-73.94616,United States,US,1,flexible,Private room,2012.0,165,33,30.0,7.0
87649,Cozy Apartment,73174424412,Verified,Jian,Manhattan,Upper West Side,40.7987,-73.9621,United States,US,0,flexible,Private room,2006.0,1029,206,1.0,1.0
87650,"Private room in Bushwick, 20 minutes to Manhattan!",31962003363,Unconfirmed,Alana,Brooklyn,Bedford-Stuyvesant,40.69587,-73.93407,United States,US,0,strict,Private room,2014.0,395,79,2.0,37.0
87651,Sunny renovated 1 BR in Brooklyn by Prospect Park,61352562395,Unconfirmed,Peter,Brooklyn,Flatbush,40.64745,-73.96207,United States,US,1,flexible,Entire home/apt,2006.0,1131,226,1.0,15.0
87652,"Gorgeous, sun-drenched private apt in Harlem",9629825193,Unconfirmed,Jeremy,Manhattan,Harlem,40.80804,-73.943,United States,US,0,moderate,Entire home/apt,2018.0,1130,226,4.0,22.0
87653,Cozy and quiet room on Broadway 2!,3230130489,Verified,Mark & Will,Manhattan,Harlem,40.83069,-73.94779,United States,US,1,strict,Private room,2014.0,285,57,4.0,131.0
87654,Studio in beautiful Chelsea - close to everything!,92957547303,Verified,Mary,Manhattan,Chelsea,40.74111,-73.99594,United States,US,1,moderate,Entire home/apt,2006.0,1080,216,3.0,2.0
87655,"Cozy room w/ window in Ridgewood, Queens.",46877224234,Unconfirmed,Joseph,Queens,Ridgewood,40.71041,-73.90977,United States,US,0,moderate,Private room,2006.0,1006,201,2.0,20.0
87656,The Gnome House “ Oasis in the city “,76362425620,Verified,Claire,Manhattan,Midtown,40.75979,-73.96444,United States,US,0,strict,Entire home/apt,2018.0,142,28,1.0,36.0
87657,QUIET OASIS IN THE MIDDLE OF MANHATTAN NYC,4081088274,Verified,Inna,Manhattan,Upper East Side,40.76982,-73.95697,United States,US,1,moderate,Entire home/apt,2017.0,1018,204,30.0,11.0
87658,Cosy Room in Williamsburg House,64021757960,Unconfirmed,Charles-Hugo,Brooklyn,Williamsburg,40.70816,-73.94822,United States,US,0,moderate,Private room,2006.0,1173,235,4.0,3.0
87659,New York Christmas in Astoria,78370344242,Unconfirmed,Courtney,Queens,Astoria,40.77572,-73.9339,United States,US,0,strict,Entire home/apt,2010.0,873,175,5.0,2.0
87660,Large luxury private room in Williamsburg!,54029715988,Unconfirmed,Tim,Brooklyn,Williamsburg,40.71341,-73.94824,United States,US,0,flexible,Private room,2010.0,199,40,1.0,230.0
87661,"和缘阳光民宿 停车方便,环境优美 宽敞明亮,中英文服务｡",87616921414,Verified,Emmy,Queens,Flushing,40.76153,-73.80304,United States,US,1,strict,Private room,2022.0,208,42,1.0,69.0
87662,The Wild Wild West (village),34601467269,Verified,Nina,Manhattan,West Village,40.73365,-74.0041,United States,US,0,flexible,Entire home/apt,2006.0,820,164,3.0,21.0
87663,Stunning 1 BR with high end finishes,26528999035,Unconfirmed,Corporate Housing,Manhattan,Kips Bay,40.74,-73.97936,United States,US,1,moderate,Entire home/apt,2009.0,571,114,30.0,9.0
87664,"Charming private room quiet, Doorman in Manhattan",97456271308,Verified,Geo,Manhattan,Upper East Side,40.77372,-73.95418,United States,US,1,flexible,Private room,2006.0,494,99,1.0,40.0
87665,2 Floor Epic Loft in Prime Bushwick,65507033287,Unconfirmed,Andrew,Brooklyn,Williamsburg,40.70484,-73.9377,United States,US,1,strict,Entire home/apt,2006.0,869,174,2.0,21.0
87666,Unbeatable Location and Charm in the West Village,78934821000,Unconfirmed,William,Manhattan,West Village,40.73621,-74.00612,United States,US,1,moderate,Entire home/apt,2011.0,128,26,2.0,5.0
87667,Charming room well located !!!!,86204248282,Unconfirmed,Madi,Manhattan,East Harlem,40.79275,-73.94191,United States,US,0,moderate,Private room,2018.0,756,151,5.0,1.0
87668,Clean and Comfy Private Bedroom,66517239694,Unconfirmed,Alex,Brooklyn,Bedford-Stuyvesant,40.68367,-73.95101,United States,US,1,strict,Private room,2004.0,867,173,1.0,0.0
87669,Spacious 2 Bedroom Apartment with Balcony,22963682636,Unconfirmed,Jason,Queens,Middle Village,40.71157,-73.87619,United States,US,1,flexible,Entire home/apt,2014.0,544,109,30.0,0.0
87670,Newly Furnished Bedroom in NYC apt,89165735125,Verified,Benny,Manhattan,Washington Heights,40.8407,-73.93886,United States,US,0,moderate,Private room,2013.0,643,129,2.0,4.0
87671,Cozy Bedroom in Centrally Located Apartment,81933690089,Verified,Annie,Brooklyn,Williamsburg,40.7142,-73.96408,United States,US,1,moderate,Private room,2021.0,204,41,3.0,21.0
87672,Cleaning,95773878443,Verified,Misael,Bronx,Kingsbridge,40.86352,-73.90503,United States,US,0,strict,Private room,2021.0,257,51,30.0,0.0
87673,Spacious and Cozy Room in the East Village,96608674595,Verified,Brecht,Manhattan,Stuyvesant Town,40.73052,-73.9778,United States,US,0,strict,Private room,2015.0,1157,231,3.0,16.0
87674,Private room in Flatbush Brooklyn!,29236670433,Unconfirmed,Azu,Brooklyn,Prospect-Lefferts Gardens,40.65538,-73.96056,United States,US,0,flexible,Private room,2013.0,648,130,7.0,8.0
87675,Private room with private bathroom,41786237536,Verified,Rod,Manhattan,East Harlem,40.78565,-73.94268,United States,US,0,moderate,Private room,2009.0,481,96,1.0,56.0
87676,Your point in Chelsea,35795695454,Unconfirmed,Fernando,Manhattan,Chelsea,40.74183,-73.99997,United States,US,1,flexible,Entire home/apt,2007.0,1190,238,2.0,124.0
87677,Sunny Room B in China town of BK/ 8 min to Subway,33419683353,Verified,Jason,Brooklyn,Sunset Park,40.64024,-74.01573,United States,US,1,strict,Private room,2006.0,1133,227,1.0,18.0
87678,Williamsburg - Terrace apartment,70484224649,Unconfirmed,Grace,Brooklyn,Williamsburg,40.713,-73.94109,United States,US,1,strict,Private room,2009.0,373,75,3.0,0.0
87679,Sunny new room D/ 30mins to Manhattan3,65662612467,Unconfirmed,Jason,Brooklyn,Sunset Park,40.64074,-74.01512,United States,US,0,moderate,Private room,2022.0,654,131,1.0,18.0
87680,Modern Artist's Loft in East Williamsburg/Bushwick,68632225624,Verified,Avi,Brooklyn,Williamsburg,40.70729,-73.93129,United States,US,1,flexible,Entire home/apt,2022.0,872,174,2.0,44.0
87681,Sunny new room C/ 30mins to Manhattan,1412412745,Verified,Jason,Brooklyn,Sunset Park,40.64052,-74.01539,United States,US,0,flexible,Private room,2020.0,562,112,1.0,10.0
87682,Mini room with Full size bed A /8 min to Subway R,30689038666,Unconfirmed,Jason,Brooklyn,Sunset Park,40.64167,-74.01532,United States,US,1,moderate,Private room,2010.0,163,33,3.0,23.0
87683,Large 2 bed cozy room in queens,39641367956,Verified,Kevin,Queens,Elmhurst,40.74396,-73.87476,United States,US,0,moderate,Private room,2007.0,550,110,1.0,8.0
87684,Private Room in Beautiful Brooklyn Private House.,18578472036,Unconfirmed,Johari,Brooklyn,Bedford-Stuyvesant,40.68128,-73.91196,United States,US,0,strict,Private room,2021.0,296,59,60.0,13.0
87685,Historic Lower East Side,4986592106,Verified,Rebecca,Manhattan,Chinatown,40.7155,-73.99198,United States,US,0,flexible,Entire home/apt,2003.0,188,38,20.0,4.0
87686,Gorgeous one bedroom apartment.,45599579002,Verified,Kim,Queens,Jamaica,40.68038,-73.77244,United States,US,0,strict,Entire home/apt,2016.0,102,20,3.0,42.0
87687,Renovated Harlem Brownstone Apartment,28694738869,Unconfirmed,Tysun,Manhattan,Harlem,40.81816,-73.94544,United States,US,1,flexible,Entire home/apt,2004.0,412,82,4.0,62.0
87688,Spacious RM in Home with Backyard/Near Metro,85826498197,Verified,Ciprian,Bronx,Fordham,40.86914,-73.8951,United States,US,0,strict,Private room,2012.0,515,103,3.0,73.0
87689,Williamsburg. Non profit . Artist,35139650102,Unconfirmed,Kristian & Di,Brooklyn,Williamsburg,40.7087,-73.95427,United States,US,1,flexible,Private room,2005.0,448,90,20.0,3.0
87690,Bahia Brazil Vibe,29343311697,Unconfirmed,Miralva,Brooklyn,Flatbush,40.65202,-73.96325,United States,US,1,strict,Private room,2017.0,749,150,3.0,14.0
87691,Beautifull Bed Stuy 1bdrm apt with outdoor space!,31487117890,Unconfirmed,Kv,Brooklyn,Bedford-Stuyvesant,40.69097,-73.93612,United States,US,0,flexible,Entire home/apt,2011.0,1024,205,2.0,51.0
87692,"Modern Room in a Cozy, Colorful Apartment",54329967177,Verified,Sandra,Brooklyn,Prospect-Lefferts Gardens,40.66122,-73.94867,United States,US,0,moderate,Private room,2006.0,396,79,1.0,3.0
87693,Williamsburg Studio w/ Balcony & Stunning View,32971503357,Unconfirmed,Alex,Brooklyn,Williamsburg,40.71868,-73.94918,United States,US,1,flexible,Entire home/apt,2008.0,517,103,4.0,0.0
87694,NYC Living!,39664425790,Unconfirmed,Kirra,Manhattan,Chinatown,40.71521,-73.99169,United States,US,1,moderate,Private room,2019.0,592,118,2.0,152.0
87695,"Stunning modern 1BR APT, 15min from grand central",61447872675,Verified,Guy,Queens,Sunnyside,40.74604,-73.9217,United States,US,1,flexible,Entire home/apt,2017.0,961,192,2.0,78.0
87696,Penthouse + private patio in Williamsburg,50468972555,Verified,Sam,Brooklyn,Williamsburg,40.71422,-73.95732,United States,US,0,flexible,Entire home/apt,2013.0,304,61,2.0,71.0
87697,Awesome spot in Bushwick,64067667631,Verified,Joel,Brooklyn,Bushwick,40.7015,-73.9266,United States,US,0,moderate,Private room,2003.0,944,189,2.0,0.0
87698,"Private room, Sunny topfloor apartment Cobble Hill",74933348020,Unconfirmed,James,Brooklyn,Cobble Hill,40.68714,-73.99283,United States,US,0,strict,Private room,2019.0,571,114,1.0,2.0
87699,"Cozy Ground Floor in Park Slope, BK",15236826561,Unconfirmed,Andrea,Brooklyn,South Slope,40.66593,-73.9879,United States,US,1,strict,Private room,2018.0,490,98,2.0,34.0
87700,Double room in spacious Morningside apartment,23267629938,Unconfirmed,Lucy,Manhattan,Morningside Heights,40.80793,-73.95799,United States,US,1,strict,Private room,2015.0,390,78,6.0,0.0
87701,Sunny 2 Bed w/Terrace in Brownstone,78575968974,Verified,Kory,Manhattan,Harlem,40.81309,-73.94614,United States,US,0,strict,Entire home/apt,2021.0,424,85,30.0,16.0
87702,Longer-term 2-bedroom in Nolita with terrace.,9006436948,Unconfirmed,Steve,Manhattan,Nolita,40.72243,-73.996,United States,US,1,strict,Entire home/apt,2008.0,236,47,1.0,0.0
87703,BEAUTIFUL 1-BEDROOM @ דירה שווה בוויליאמסבורג,69154655825,Unconfirmed,Nimrod,Brooklyn,Williamsburg,40.71497,-73.93905,United States,US,0,flexible,Entire home/apt,2018.0,1136,227,7.0,0.0
87704,Cozy 1 bedroom in brooklyn 30max to manhattan,91092161547,Unconfirmed,Camille,Brooklyn,Williamsburg,40.70781,-73.93926,United States,US,0,moderate,Private room,2009.0,1000,200,1.0,1.0
87705,Two bedroom apartment in Williamsburg,50956782247,Verified,Evelyne,Brooklyn,Williamsburg,40.71157,-73.95846,United States,US,0,moderate,Entire home/apt,2007.0,1095,219,8.0,2.0
87706,Convenient place in Manhattan,52893182631,Verified,Louise,Manhattan,Upper East Side,40.77968,-73.94815,United States,US,0,strict,Private room,2019.0,964,193,3.0,7.0
87707,Bright Room in the Heart of Astoria,64280133793,Unconfirmed,Maria,Queens,Astoria,40.76963,-73.92993,United States,US,0,flexible,Private room,2008.0,1159,232,1.0,5.0
87708,1BR apartment one block from Columbia U and subway,59994633757,Unconfirmed,Samer,Manhattan,Morningside Heights,40.80724,-73.96348,United States,US,0,strict,Entire home/apt,2022.0,368,74,2.0,1.0
87709,Private room in Brooklyn house with backyard,69335225671,Verified,Thomas,Brooklyn,Bedford-Stuyvesant,40.69878,-73.94607,United States,US,0,moderate,Private room,2015.0,691,138,5.0,5.0
87710,Airy 2-Bedroom Apt with Terrace in Spanish Harlem,46479165445,Verified,Sarah,Manhattan,East Harlem,40.79952,-73.93764,United States,US,1,strict,Entire home/apt,2008.0,126,25,3.0,4.0
87711,Home away from home in heart of BK,27742520259,Verified,Jenima,Brooklyn,Prospect-Lefferts Gardens,40.66155,-73.94674,United States,US,0,strict,Entire home/apt,2003.0,789,158,2.0,20.0
87712,Bright big bedroom in Brooklyn,40126688240,Verified,Marie,Brooklyn,Kensington,40.63501,-73.97298,United States,US,1,flexible,Private room,2012.0,894,179,1.0,1.0
87713,Studio with private entrance near Central Park.,546140804,Unconfirmed,Tracey,Manhattan,Upper West Side,40.78361,-73.9732,United States,US,1,strict,Entire home/apt,2017.0,795,159,10.0,14.0
87714,Huge Madison Avenue Loft,60081967118,Verified,CRNY Monthly Rentals,Manhattan,Murray Hill,40.75089,-73.98059,United States,US,0,strict,Entire home/apt,2012.0,1039,208,30.0,2.0
87715,Modern room very near Manhattan with free pickup!,65685157661,Unconfirmed,Jared,Queens,Sunnyside,40.74554,-73.91778,United States,US,1,moderate,Private room,2014.0,1022,204,1.0,5.0
87716,Nice and spacious 3BR home in Queens,42476196189,Verified,David,Queens,East Elmhurst,40.7617,-73.89134,United States,US,1,flexible,Entire home/apt,2004.0,1168,234,2.0,32.0
87717,"Small but cozy room in Roosevelt Island, Location!",22244505480,Verified,Yandong,Manhattan,Roosevelt Island,40.76213,-73.94889,United States,US,0,flexible,Private room,2020.0,163,33,2.0,1.0
87718,Spacious Brooklyn Apartment for Two,50869120397,Verified,Amy,Brooklyn,Crown Heights,40.67476,-73.94209,United States,US,0,moderate,Private room,2010.0,882,176,1.0,35.0
87719,supper sunny apt!,27668948302,Verified,Allan,Manhattan,Gramercy,40.73565,-73.98056,United States,US,1,flexible,Entire home/apt,2021.0,176,35,30.0,5.0
87720,Double Guestroom 30 mins to Downtown Manhattan,7266294547,Unconfirmed,Faye,Staten Island,Tompkinsville,40.6339,-74.08513,United States,US,1,strict,Private room,2005.0,185,37,3.0,6.0
87721,Designer's Rail-Road Apartment-Prime Williamsburg,65015763802,Verified,Siria,Brooklyn,Williamsburg,40.7092,-73.9506,United States,US,0,moderate,Entire home/apt,2020.0,989,198,5.0,1.0
87722,Charming and Quiet West Village 1 BR,47788690672,Unconfirmed,Belinda,Manhattan,West Village,40.73095,-74.00321,United States,US,0,strict,Entire home/apt,2016.0,1096,219,15.0,0.0
87723,Loft Studio in Heart of Fort Greene,66226839924,Unconfirmed,Randi,Brooklyn,Fort Greene,40.68814,-73.97452,United States,US,1,flexible,Entire home/apt,2016.0,1125,225,2.0,34.0
87724,☝ Your Sweet Suite Spot ☝,61388952089,Unconfirmed,Ella,Manhattan,Washington Heights,40.84862,-73.93299,United States,US,1,flexible,Private room,2016.0,885,177,2.0,45.0
87725,"A Comfortable, Cozy  Room",13962619828,Unconfirmed,Mei,Queens,Bayside,40.75465,-73.77361,United States,US,0,flexible,Private room,2020.0,72,14,15.0,31.0
87726,Romantic Rooftop Studio with 360 Brooklyn views!,76587538397,Verified,Benjamin,Brooklyn,Gowanus,40.68275,-73.98562,United States,US,1,flexible,Entire home/apt,2008.0,1186,237,1.0,179.0
87727,Private one bedroom in Astoria (Halletts Point),6691253626,Verified,Courtney,Queens,Astoria,40.77499,-73.93565,United States,US,0,moderate,Private room,2020.0,588,118,1.0,50.0
87728,1 Bedroom w/ common space in 4br Loft in Bushwick,77683464821,Verified,Reuben,Brooklyn,Bedford-Stuyvesant,40.68712,-73.91847,United States,US,1,moderate,Private room,2005.0,622,124,7.0,0.0
87729,Spacious One Bedroom Apartment,81343514118,Verified,Pablo,Manhattan,Morningside Heights,40.81456,-73.95953,United States,US,1,moderate,Entire home/apt,2018.0,985,197,7.0,1.0
87730,Room near park · 2 stops to Manhattan on N/D train,86612468371,Unconfirmed,Ignat,Brooklyn,Sunset Park,40.64832,-73.99913,United States,US,1,flexible,Private room,2015.0,607,121,1.0,87.0
87731,"Williamsburg, Ground Flr Apt with Private Backyard",55214368477,Unconfirmed,Anthony,Brooklyn,Williamsburg,40.71615,-73.94797,United States,US,1,strict,Entire home/apt,2003.0,277,55,2.0,29.0
87732,(Williamsburg) Large bedroom with private balcony,10626218498,Unconfirmed,Adam,Brooklyn,Williamsburg,40.70089,-73.94997,United States,US,1,moderate,Private room,2021.0,924,185,1.0,8.0
87733,"Spacious Studio in Prime Williamsburg, Brooklyn",85763399891,Verified,Daniel,Brooklyn,Williamsburg,40.71134,-73.95953,United States,US,1,moderate,Entire home/apt,2011.0,1047,209,1.0,3.0
87734,"HUGE Private Room, Doorman Building, quiet !",88649152186,Verified,Geo,Manhattan,Upper East Side,40.77585,-73.95754,United States,US,1,moderate,Private room,2018.0,1187,237,1.0,14.0
87735,Lovely 1 Bedroom Greenpoint Apartment Near Park,33304072488,Verified,Elizabeth,Brooklyn,Greenpoint,40.72314,-73.94027,United States,US,1,strict,Entire home/apt,2019.0,795,159,4.0,0.0
87736,"Large sunny private bedroom, private garden",2101268884,Unconfirmed,Samuel,Brooklyn,Greenpoint,40.72743,-73.94491,United States,US,1,strict,Private room,2005.0,708,142,3.0,0.0
87737,Queen Bed Room in Gowanus Boutique Hotel,94726582221,Verified,Alec,Brooklyn,Gowanus,40.67831,-73.98358,United States,US,1,strict,Private room,2004.0,191,38,1.0,34.0
87738,ENTIRE UNIT: MID TOWN NYC - GRAND CENTRAL STATION,36965050224,Unconfirmed,James,Manhattan,Midtown,40.75343,-73.97313,United States,US,1,flexible,Entire home/apt,2007.0,603,121,3.0,0.0
87739,Clean and Cozy Room in Meatpacking District,29762552208,Unconfirmed,Kate,Manhattan,Chelsea,40.74383,-74.0034,United States,US,0,moderate,Private room,2022.0,1006,201,3.0,0.0
87740,Beautiful brownstone in Harlem- $2.75 bus from LGA,27619524282,Verified,Roanne,Manhattan,East Harlem,40.80802,-73.94013,United States,US,0,moderate,Private room,2022.0,788,158,3.0,30.0
